s9	s10	s11	s12	s13	s14	s15	s16	toggle_black
81	98	100	100	100	3	100	0	1
81	98	100	100	100	3	100	0	1
81	98	100	100	100	3	100	0	1
81	98	100	100	100	3	100	0	1
81	98	100	100	100	3	100	0	1
81	98	100	100	100	2	100	0	1
81	98	100	100	100	2	100	0	1
81	98	100	100	100	2	100	0	1
81	98	100	100	100	2	100	0	1
81	98	100	100	100	0	100	0	1
81	98	100	100	100	0	100	0	1
81	98	100	100	100	0	100	0	1
81	98	100	100	100	0	100	0	1
81	98	100	100	100	0	100	0	1
81	98	100	100	100	0	100	0	1
81	98	100	100	100	7	100	0	1
81	98	100	100	100	13	100	0	1
81	98	100	100	100	28	100	0	1
81	98	100	100	100	31	100	0	1
81	98	100	100	100	34	100	0	1
81	98	100	100	100	34	100	0	1
81	98	100	100	100	35	100	0	1
81	98	100	100	100	35	100	0	1
81	98	100	100	100	35	100	0	1
81	98	100	100	100	43	100	0	1
81	98	100	100	100	54	100	0	1
81	98	100	100	100	54	100	0	1
81	98	100	100	100	54	100	0	1
81	98	100	100	100	60	100	0	1
81	98	100	100	100	66	100	0	1
81	98	100	100	100	66	100	0	1
81	98	100	100	100	66	100	0	1
81	98	100	100	100	66	100	0	1
81	98	100	100	100	81	100	0	1
81	98	100	100	100	83	100	0	1
81	98	100	100	100	83	100	0	1
81	98	100	100	100	83	100	0	1
81	98	100	100	100	93	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
81	98	100	100	100	100	100	0	1
82	98	100	100	100	100	100	0	1
83	98	100	100	100	100	100	0	1
85	98	100	100	100	100	100	0	1
85	98	100	100	100	100	100	0	1
86	98	100	100	100	100	100	0	1
87	98	100	100	100	100	100	0	1
87	98	100	100	100	100	100	0	1
87	98	100	100	100	100	100	0	1
77	98	100	100	100	100	100	0	1
69	98	100	100	100	100	100	0	1
58	98	100	100	100	100	100	0	1
47	98	100	100	100	100	100	0	1
43	98	100	100	100	100	100	0	1
36	98	100	100	100	100	100	0	1
36	98	100	100	100	100	100	0	1
36	98	100	100	100	100	100	0	1
36	98	100	100	100	100	100	0	1
36	98	100	100	100	100	100	0	1
35	98	100	100	100	100	100	0	1
33	98	100	100	100	100	100	0	1
20	98	100	100	100	100	100	0	1
17	98	100	100	100	100	100	0	1
17	98	100	100	100	100	100	0	1
17	98	100	100	100	100	100	0	1
17	94	100	100	100	100	100	0	1
17	74	100	100	100	100	100	0	1
17	41	100	100	100	100	100	0	1
17	36	100	100	100	100	100	0	1
17	36	100	100	100	100	100	0	1
17	35	100	100	100	100	100	0	1
17	31	100	100	100	100	100	0	1
17	5	100	100	100	100	100	0	1
17	5	100	100	100	100	100	0	1
17	5	100	100	100	100	100	0	1
17	5	94	100	100	100	100	0	1
17	2	94	100	100	100	100	0	1
17	1	94	100	100	100	100	0	1
17	1	94	100	100	100	100	0	1
17	1	94	100	100	100	100	0	1
17	0	94	100	100	100	100	0	1
17	0	94	100	100	100	100	0	1
17	0	94	100	100	100	100	0	1
17	0	94	100	100	100	100	0	1
0	0	94	100	100	100	100	0	1
0	0	94	100	100	100	100	0	1
0	0	94	100	100	100	100	0	1
0	0	94	100	100	100	100	0	1
0	0	94	100	100	100	100	0	1
0	0	94	100	100	100	100	0	1
0	0	94	100	100	90	100	0	1
0	0	94	100	99	61	100	0	1
0	0	94	100	93	61	100	0	1
0	0	94	100	90	61	100	0	1
0	0	94	90	66	61	100	0	1
0	0	94	72	66	61	100	0	1
0	0	79	63	66	61	100	0	1
0	0	47	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	61	100	0	1
0	0	28	63	66	57	99	0	1
0	0	28	63	66	35	99	0	1
0	0	28	63	65	28	99	0	1
0	0	28	63	65	24	99	0	1
0	0	28	63	65	24	99	0	1
0	0	28	63	65	24	99	0	1
0	10	28	63	65	24	99	0	1
0	15	46	78	65	24	99	0	1
0	15	51	86	65	24	99	0	1
0	15	51	86	66	24	99	0	1
0	15	51	100	85	24	99	0	1
0	15	51	100	100	24	99	0	1
0	15	51	100	100	50	99	0	1
0	15	51	100	100	57	99	0	1
0	15	51	100	100	57	99	0	1
0	15	51	100	99	48	99	0	1
0	15	51	100	88	37	99	0	1
0	15	45	94	88	37	99	0	1
0	15	24	94	88	37	99	0	1
0	5	18	84	88	37	99	0	1
0	0	18	84	88	37	99	0	1
0	1	18	84	88	37	99	0	1
0	5	24	84	88	37	99	0	1
0	5	41	85	88	37	99	0	1
0	5	55	85	88	42	99	0	1
0	5	55	85	88	50	99	0	1
0	5	55	85	88	50	99	0	1
0	5	55	75	88	50	99	0	1
0	5	55	45	83	50	99	0	1
0	5	55	37	76	50	99	0	1
0	5	55	37	53	50	99	0	1
0	5	54	36	47	50	99	0	1
0	5	21	22	47	50	99	0	1
0	5	14	22	47	50	99	0	1
0	5	35	39	47	50	99	0	1
0	5	35	65	62	50	99	0	1
0	5	35	70	70	50	99	0	1
0	5	35	65	55	50	99	0	1
0	5	35	55	56	50	99	0	1
0	5	35	55	73	50	99	0	1
0	5	35	55	73	50	99	0	1
0	5	35	54	72	50	99	0	1
0	5	35	54	81	50	99	0	1
0	5	35	54	100	50	99	0	1
0	5	35	54	100	55	99	0	1
0	5	35	54	100	72	99	0	1
0	5	35	54	100	90	99	0	1
0	5	35	54	100	90	99	0	1
0	5	35	54	100	90	99	0	1
0	5	35	54	100	96	99	0	1
0	5	35	54	100	100	99	0	1
0	5	35	54	100	100	99	0	1
0	5	35	54	100	100	99	0	1
0	5	35	54	100	100	99	0	1
0	5	35	54	100	100	99	0	1
0	5	35	54	100	100	99	0	1
0	5	35	54	100	100	99	0	1
0	5	42	54	100	100	99	0	1
0	5	42	65	100	100	99	0	1
0	5	42	87	100	100	99	0	1
0	5	42	100	100	100	99	0	1
0	5	42	100	100	100	99	0	1
0	5	42	100	100	100	99	0	1
0	5	42	100	100	100	99	0	1
0	5	42	80	100	100	99	0	1
0	5	42	57	100	100	99	0	1
0	5	36	57	100	100	99	0	1
0	4	20	57	100	100	99	0	1
0	0	0	57	100	100	99	0	1
0	0	0	57	100	100	99	0	1
0	0	0	57	100	100	99	0	1
0	0	0	57	100	100	99	0	1
0	0	0	57	100	100	99	0	1
0	0	0	57	100	100	99	0	1
0	10	0	57	100	100	99	0	1
0	29	0	57	100	100	99	0	1
0	29	0	57	100	100	99	0	1
0	44	0	57	100	100	99	0	1
0	60	0	57	100	100	99	0	1
0	63	0	57	100	100	99	0	1
0	64	0	57	100	100	99	0	1
0	64	0	57	100	100	99	0	1
0	64	0	57	100	100	99	0	1
0	79	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	100	99	0	1
0	100	0	57	100	83	99	0	1
0	100	0	57	100	72	99	0	1
0	100	0	57	100	52	99	0	1
0	100	0	57	100	43	99	0	1
0	100	0	57	100	38	99	0	1
0	100	0	57	100	0	99	0	1
0	100	0	57	100	0	99	0	1
0	100	0	57	100	0	99	0	1
0	100	0	57	99	0	99	0	1
0	100	0	57	98	0	99	0	1
0	100	0	57	98	0	99	0	1
0	100	0	57	98	0	99	0	1
0	100	0	57	97	0	99	0	1
0	100	0	57	92	0	99	0	1
0	100	0	57	91	0	99	0	1
0	100	0	57	82	0	99	0	1
0	100	0	57	61	0	99	0	1
0	100	0	57	57	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	46	0	99	0	1
0	100	0	57	45	0	99	0	1
0	100	0	57	32	0	99	0	1
0	100	0	57	28	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	57	0	0	99	0	1
0	100	0	31	0	0	99	0	1
0	100	0	22	0	0	99	0	1
0	100	0	22	0	0	99	0	1
0	100	0	15	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	100	0	0	0	0	99	0	1
0	99	0	0	0	0	99	0	1
0	76	0	0	0	0	99	0	1
0	66	0	0	0	0	99	0	1
0	66	0	0	0	0	99	0	1
0	41	0	0	0	0	99	0	1
0	22	0	0	0	0	99	0	1
0	22	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	99	0	1
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
