dimmer/1	dimmer/2	dimmer/3	dimmer/4	dimmer/5	dimmer/6	dimmer/7	dimmer/8	relay/17	relay/18	relay/19	relay/20	relay/21	relay/22	relay/23	relay/24	print_pos
0	0	19	0	0	0	0	48	1	0	0	0	0	0	0	0	0
0	0	19	0	0	0	0	48	1	0	0	0	0	0	0	0	0
0	0	19	0	0	0	0	48	1	0	0	0	0	0	0	0	0
0	0	19	0	0	0	0	48	1	0	0	0	0	0	0	0	0
0	0	20	0	0	0	0	49	1	0	0	0	0	0	0	0	0
0	0	22	0	0	0	0	50	1	0	0	0	0	0	0	0	0
0	0	22	0	0	0	0	50	1	0	0	0	0	0	0	0	0
0	0	22	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	22	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	23	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	24	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	25	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	27	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	28	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	28	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	30	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	31	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	31	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	32	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	51	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	52	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	52	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	53	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	54	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	54	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	54	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	54	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	55	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	56	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	57	1	0	0	0	0	0	0	0	0
0	0	33	0	0	0	0	57	1	0	0	0	0	0	0	0	0
